seq,stamp,pose_source,f2f_init_used,map_converged,map_degenerate,map_score,f2f_init_score,map_conf_raw,map_conf,f2f_conf,w_f2f_t,w_f2f_r,w_f2f_ax,w_f2f_nonax,prior_mult,prior_hit_ratio,prior_avg_conf,prior_core_hit_ratio,prior_band_hit_ratio,prior_inner_hit_ratio,wall_ratio_inner,wall_relief_inner,wall_r,wall_r_axial_scale,inc_unknown_ratio,inc_stable_ratio,r_inc_static,inc_static_axial_scale,px,py,pz,qw,qx,qy,qz
3191,1713240143.742657900,fused_map_f2f,1,1,0,0.065298941,0.010493228,0.979025025,0.979025025,0.500000000,0.053698626,0.053698626,0.053698626,0.053698626,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.467951591,0.731092437,0.342115869,1.006141058,260.642944336,-115.279548645,0.722208381,-0.662688673,0.003448569,0.013623169,-0.748763144
3192,1713240143.839632034,fused_map_f2f,1,1,0,0.067758119,0.013621456,0.969290779,0.969290779,0.500000000,0.054208669,0.054208669,0.054208669,0.054208669,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.469351230,0.725000000,0.340279642,1.006018643,260.644744873,-115.306884766,0.720668793,-0.664555728,0.003236047,0.013598694,-0.747107983
3193,1713240143.939979792,fused_map_f2f,1,1,0,0.068733000,0.009148901,0.965431875,0.965431875,0.500000000,0.054413555,0.054413555,0.054413555,0.054413555,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.461399549,0.716666667,0.330669676,1.005377978,260.647399902,-115.331550598,0.719664991,-0.666212857,0.002924689,0.013701698,-0.745630085
3194,1713240144.039693117,fused_map_f2f,1,1,0,0.065877209,0.014468199,0.976736048,0.976736048,0.500000000,0.053817696,0.053817696,0.053817696,0.053817696,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.465672990,0.735042735,0.342289548,1.006152637,260.651092529,-115.352485657,0.718466878,-0.667938411,0.002425462,0.013775383,-0.744085133
3195,1713240144.139804363,fused_map_f2f,1,1,0,0.068026244,0.011859268,0.968229450,0.968229450,0.500000000,0.054264865,0.054264865,0.054264865,0.054264865,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.469248292,0.767857143,0.360315652,1.007354377,260.652679443,-115.374389648,0.718644381,-0.669587195,0.001999778,0.013372039,-0.742610276
3196,1713240144.239925146,fused_map_f2f,1,1,0,0.066451383,0.019727315,0.974463275,0.974463275,0.500000000,0.053936446,0.053936446,0.053936446,0.053936446,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.462659381,0.735042735,0.340074417,1.006004961,260.653930664,-115.391487122,0.716812253,-0.671011031,0.001844081,0.013024569,-0.741330743
3197,1713240144.341294289,fused_map_f2f,1,1,0,0.066782546,2.733645264,0.973152424,0.973152424,0.025000000,0.002846287,0.002846287,0.002846287,0.002846287,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.465179791,0.761061947,0.354030637,1.006935376,260.654266357,-115.413032532,0.716672063,-0.672250748,0.001895194,0.012741224,-0.740211487
3198,1713240144.439747810,fused_map_f2f,1,1,0,0.067325695,0.008340385,0.971002457,0.971002457,0.500000000,0.054118282,0.054118282,0.054118282,0.054118282,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.470240800,0.745762712,0.350688054,1.006712537,260.655975342,-115.428871155,0.715919256,-0.673256874,0.001897894,0.012741800,-0.739296556
3199,1713240144.539902449,fused_map_f2f,1,1,0,0.067327266,0.012093492,0.970996239,0.970996239,0.500000000,0.054118609,0.054118609,0.054118609,0.054118609,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.462618940,0.765217391,0.354004058,1.006933604,260.656860352,-115.440376282,0.715234041,-0.674187422,0.001900860,0.012813495,-0.738446772
3200,1713240144.639556408,fused_map_f2f,1,1,0,0.072418076,0.014202316,0.950845114,0.950845114,0.500000000,0.055202224,0.055202224,0.055202224,0.055202224,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.468354430,0.758620690,0.355303361,1.007020224,260.656433105,-115.448631287,0.715269983,-0.675046742,0.002005172,0.012801164,-0.737661242
3201,1713240144.739796400,fused_map_f2f,1,1,0,0.069877333,0.007267600,0.960902224,0.960902224,0.500000000,0.054656039,0.054656039,0.054656039,0.054656039,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.476534296,0.739495798,0.352395110,1.006826341,260.656372070,-115.461105347,0.715153098,-0.675945759,0.001891763,0.012566091,-0.736841917
3202,1713240144.839529037,fused_map_f2f,1,1,0,0.067159788,0.008046665,0.971659174,0.971659174,0.500000000,0.054083683,0.054083683,0.054083683,0.054083683,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.475238528,0.733333333,0.348508254,1.006567217,260.655853271,-115.467887878,0.715069830,-0.676420987,0.001750513,0.012431461,-0.736408234
3203,1713240144.939667702,fused_map_f2f,1,1,0,0.070227173,0.014111708,0.959517441,0.959517441,0.500000000,0.054730601,0.054730601,0.054730601,0.054730601,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.476643991,0.689922481,0.328847405,1.005256494,260.657440186,-115.473236084,0.713912129,-0.676677644,0.001791762,0.012561774,-0.736170173
3204,1713240145.039651632,fused_map_f2f,1,1,0,0.068974079,0.011298586,0.964477603,0.964477603,0.500000000,0.054464460,0.054464460,0.054464460,0.054464460,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.477692654,0.743801653,0.355308586,1.007020572,260.657775879,-115.476905823,0.714163363,-0.676831245,0.001731137,0.012484981,-0.736030281
3205,1713240145.139286280,fused_map_f2f,1,1,0,0.063281124,0.008783996,0.987012216,0.987012216,0.500000000,0.053287237,0.053287237,0.053287237,0.053287237,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.471884840,0.769230769,0.362988339,1.007532556,260.657165527,-115.478004456,0.714872181,-0.676952660,0.001763550,0.012516385,-0.735918105
3206,1713240145.239373207,fused_map_f2f,1,1,0,0.067672464,0.011284605,0.969629830,0.969629830,0.500000000,0.054190741,0.054190741,0.054190741,0.054190741,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.479532164,0.758333333,0.363645224,1.007576348,260.657714844,-115.479797363,0.714911819,-0.677163064,0.001804994,0.012563924,-0.735723555
3207,1713240145.339399815,fused_map_f2f,1,1,0,0.067627885,0.007345744,0.969806290,0.969806290,0.500000000,0.054181415,0.054181415,0.054181415,0.054181415,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.478260870,0.728000000,0.348173913,1.006544928,260.656738281,-115.480918884,0.717457712,-0.677235246,0.001960295,0.012639479,-0.735655427
3208,1713240145.439503908,fused_map_f2f,1,1,0,0.064438198,0.008353404,0.982432132,0.982432132,0.500000000,0.053522365,0.053522365,0.053522365,0.053522365,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.477019188,0.728000000,0.347269969,1.006484665,260.656616211,-115.479324341,0.717454076,-0.677123487,0.002009975,0.012670422,-0.735757589
3209,1713240145.539585352,fused_map_f2f,1,1,0,0.064308729,0.067679454,0.982944616,0.982944616,0.484801080,0.051954277,0.051954277,0.051954277,0.051954277,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.478494624,0.700000000,0.334946237,1.005663082,260.656524658,-115.478843689,0.717461646,-0.677015960,0.001985309,0.012624202,-0.735857368
3210,1713240145.639774561,fused_map_f2f,1,1,0,0.063257433,0.007791043,0.987105994,0.987105994,0.500000000,0.053282444,0.053282444,0.053282444,0.053282444,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.480160499,0.724409449,0.347832803,1.006522187,260.656127930,-115.473510742,0.713970542,-0.676845551,0.001792979,0.012398355,-0.736018419
3211,1713240145.739403963,fused_map_f2f,1,1,0,0.062167199,0.009743315,0.991421504,0.991421504,0.500000000,0.053062820,0.053062820,0.053062820,0.053062820,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.475593372,0.722222222,0.343484102,1.006232273,260.655761719,-115.469848633,0.713552833,-0.676817238,0.001765909,0.012238829,-0.736047387
